Processes: 303 total, 2 running, 301 sleeping, 1490 threads
2021/10/12 15:53:43
Load Avg: 1.23, 1.25, 1.18
CPU usage: 4.67% user, 26.16% sys, 69.15% idle
SharedLibs: 157M resident, 52M data, 30M linkedit.
MemRegions: 129813 total, 1685M resident, 52M private, 532M shared.
PhysMem: 8172M used (2223M wired), 18M unused.
VM: 5177G vsize, 1371M framework vsize, 12836793(0) swapins, 13807265(0) swapouts.
Networks: packets: 19427236/22G in, 10440141/967M out.
Disks: 18380597/185G read, 41489324/419G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW     MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS  IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
94547  assistantd       0.0  00:00.12 2     1   105    5056K  0B     4064K  94547 1     sleeping  0[36]      0.00000 0.00000    501 7871      366     742        319        3758       1363       1517       134      15        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94546  mdworker_shared  0.0  00:01.73 4     1   61     7280K  0B     816K   94546 1     sleeping *0[1]       0.00000 0.00000    501 110287    189     3229       1188       17047      14321      3119       0        1         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94543  nsurlstoraged    0.0  00:00.15 2     1   58     4508K  0B     2808K  94543 1     sleeping  0[26]      0.00000 0.00000    501 4071      159     379        119        2078       819        739        1        14        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94542  adid             0.0  00:00.06 2     1   34     3056K  0B     580K   94542 1     sleeping  0[8]       0.00000 0.00000    265 3693      138     303        63         1620       568        175        0        1         0.0   0         0         _fpsd              N/A    N/A   N/A   N/A   N/A   N/A
94541  akd              0.0  00:00.07 2     1   61     2104K  0B     1208K  94541 1     sleeping  0[5]       0.00000 0.00000    501 2911      192     458        122        2066       804        502        0        12        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94540  SidecarRelay     0.0  00:00.03 2     2   35     1016K  0B     488K   94540 1     sleeping  0[52]      0.00000 0.00000    501 2021      166     392        91         790        501        144        0        2         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94539  WirelessRadioMan 0.0  00:00.02 2     1   51     1552K  0B     1528K  94539 1     sleeping *0[1]       0.00000 0.00000    0   3405      183     191        74         1050       347        163        0        3         0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
94538  com.apple.Safari 0.0  00:00.15 3     1   41     4140K  0B     2652K  94538 1     sleeping  0[10]      0.00000 0.00000    501 8531      186     222        72         3375       555        564        0        13        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94537  cdpd             0.0  00:00.01 2     1   36     1096K  0B     1084K  94537 1     sleeping  0[1]       0.00000 0.00000    501 2582      138     125        39         504        280        77         0        1         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94536  com.apple.CodeSi 0.0  00:00.03 2     2   19     2160K  0B     1748K  94536 1     sleeping  0[13]      0.00000 0.00000    0   2157      134     200        86         2057       289        158        0        7         0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
94535  Keychain Circle  0.0  00:00.16 3     1   138    3580K  0B     2844K  94535 1     sleeping *0[1]       0.00000 0.00000    501 8881      264     1609       573        3056       4995       2411       0        260       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94533  keybagd          0.0  00:00.00 2     1   27     744K   0B     736K   94533 1     sleeping *0[1]       0.00000 0.00000    0   1473      132     60         23         342        148        31         0        1         0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
94532  soagent          0.0  00:00.32 2     1   104    8564K  0B     8512K  94532 1     sleeping  0[4]       0.00000 0.00000    501 10274     436     669        162        5728       2035       960        0        8         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94527  routined         0.0  00:00.61 2     1   102    7412K  128K   4320K  94527 1     sleeping  0[6]       0.00000 0.00000    501 11054     300     1246       382        15673      2747       5421       0        54        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94519  studentd         0.0  00:00.61 2     1   126    8216K  0B     6556K  94519 1     sleeping *0[1]       0.00000 0.00000    501 9464      427     2148       766        12259      6145       4741       53       487       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94518  mdworker_shared  0.0  00:01.87 4     1   61     7256K  0B     1704K  94518 1     sleeping *0[1]       0.00000 0.00000    501 114925    189     4105       1554       19320      15804      3727       0        1         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94501  Siri             0.0  00:01.09 3     1   146    4448K  0B     2952K  94501 1     sleeping *0[1]       0.00000 0.00000    501 9055      276     19391      4544       10033      29256      10691      196      296       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94469  backupd          0.0  00:00.14 2     1   44     1832K  0B     1184K  94469 1     sleeping *0[1]       0.00000 0.00000    0   8702      203     929        327        4878       1968       1593       97       64        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
94406  parsecd          0.0  00:00.53 2     1   61     6012K  0B     3912K  94406 1     sleeping  0[140]     0.00000 0.00000    501 9273      354     1698       250        8103       3310       5872       585      410       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94382  secinitd         0.0  00:01.19 2     2   47     6028K  0B     5984K  94382 1     sleeping  0[42]      0.00000 0.00000    501 5875      179     347        353        6452       945        3899       4        22        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94347  Google Chrome He 0.0  00:02.91 7     1   71     34M    0B     33M    4148  4148  sleeping *0[4]       0.00000 0.00000    501 97116     2338    15274      6583       40211      22682      21885      480      327       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94346  Google Chrome He 0.0  00:18.01 13    1   143    87M    0B     75M    4148  4148  sleeping *0[6]       0.00000 0.00000    501 129739    4358    64148      40829      106312     200219     152998     221      2115      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94345  Google Chrome He 0.0  00:00.51 13    1   125    17M    0B     12M    4148  4148  sleeping *0[4]       0.00000 0.00000    501 18512     2216    3420       1869       6495       11831      7899       33       488       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94337  Google Chrome He 0.0  00:12.71 13    1   213    58M    0B     49M    4148  4148  sleeping *0[6]       0.00000 0.00000    501 83260     3498    56782      25433      90663      129994     96942      422      1237      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94322  bash             0.0  00:00.21 1     0   21     776K   0B     412K   94322 94318 sleeping *0[1]       0.00000 0.00000    501 3745+     1886+   151        66         25367+     195        1174+      13       0         0.0   16622     98229     ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94318  login            0.0  00:00.03 2     1   31     1000K  0B     992K   94318 64250 sleeping *0[9]       0.00000 0.00000    0   1731      186     121        30         2228       257        567        14       0         0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
94311  ContactsAccounts 0.0  00:00.40 2     1   71     1860K  0B     1824K  94311 1     sleeping  0[33]      0.00000 0.00000    501 6590      164     2392       879        6803       5004       3355       26       29        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94302  Google Chrome He 0.0  00:09.26 15    1   176    113M   0B     105M   4148  4148  sleeping *0[6]       0.00000 0.00000    501 117330    2909    30959      16641      51635      80834      63128      1683     1378      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94254  Telegram         2.7  02:19.44 32    8   1870+  548M+  0B     295M   94254 1     sleeping  0[674]     0.00000 0.00000    501 1554800+  7071    319506+    93529+     883100+    794806+    678343+    7678     15349     2.7   168468292 85195121  ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94240  Atom Helper (Ren 0.0  00:00.76 13    1   132    54M    0B     52M    1468  1468  sleeping *0[1]       0.00000 0.00000    501 53017     4846    2383       1581       6401       6952       5257       1409     418       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94210  Atom Helper (Ren 0.1  01:04.15 20    1   233    179M   0B     107M   1468  1468  sleeping *0[9]       0.00000 0.00000    501 223005    4258    243726+    96449+     586398+    854524+    602013+    12223    122080+   0.8   563644    2870067   ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94201  com.apple.WebKit 0.0  00:19.05 5     2   177    218M   512K   144M   94201 1     sleeping  0[306]     0.00000 0.00000    501 375642    8155    151530     75249      240963     311433     187127     2042     4219      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94182  netbiosd         0.0  00:00.05 2     2   28     2344K  0B     2220K  94182 1     sleeping *0[1]       0.00000 0.00000    222 3295      156     108        31         932        223        427        31       40        0.0   0         0         _netbios           N/A    N/A   N/A   N/A   N/A   N/A
94177  com.apple.WebKit 0.0  00:00.37 4     1   106    8624K  0B     7988K  94177 1     sleeping  0[296]     0.00000 0.00000    501 16477     454     4033       1761       9469       16002      6786       4        728       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94176  com.apple.WebKit 0.0  00:09.46 4     1   119    86M    0B     77M    94176 1     sleeping  0[295]     0.00000 0.00000    501 99133     490     39429      21424      94148      122741     65349      225      2177      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94133  com.apple.WebKit 0.0  00:09.30 4     1   122    188M   0B     113M   94133 1     sleeping  0[332]     0.00000 0.00000    501 95938     1322    23069      12036      39461      75284      37463      86       1957      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94130  com.apple.WebKit 0.0  00:02.14 4     1   128    38M    0B     36M    94130 1     sleeping  0[334]     0.00000 0.00000    501 96899     471     15020      6911       29091      48806      27333      171      1236      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94126  Python           0.0  00:06.06 4     1   187    77M    0B     73M    39243 39243 sleeping  0[692]     0.00000 0.00000    501 190275    1249    27726      6932       23822      408989     35577      710      384       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94108  com.apple.WebKit 0.0  00:00.59 4     1   97     7688K  0B     7240K  94108 1     sleeping *0[173]     0.00000 0.00000    501 12110     387     5639       2594       14777      25047      11954      80       1395      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94102  com.apple.WebKit 0.0  00:42.66 10    1   209    378M   0B     247M   94102 1     sleeping  0[355]     0.00000 0.00000    501 367900    1777    323422+    124138+    306858     672693+    425035+    567      35460+    0.0   82133     235271    ganslev  N/A    N/A   N/A   N/A   N/A   N/A
94101  com.apple.WebKit 0.0  00:45.79 5     1   124    147M   0B     129M   94101 1     sleeping  0[346]     0.00000 0.00000    501 251036    529     94678      53900      294264     1170148    240893     332      5038      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
93589  com.apple.WebKit 0.0  00:04.78 4     1   124    30M    0B     29M    93589 1     sleeping  0[794]     0.00000 0.00000    501 75931     817     42219+     20342+     92815      120325+    64122+     208      1845+     0.0   60446     209309    ganslev  N/A    N/A   N/A   N/A   N/A   N/A
93345  com.apple.WebKit 0.0  00:05.33 4     1   129    96M    0B     94M    93345 1     sleeping  0[892]     0.00000 0.00000    501 150269    7287    32355      16188      59178      78695      51230      217      1726      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
93159  com.apple.WebKit 0.0  00:10.02 5     1   126    93M    0B     30M    93159 1     sleeping *0[777]     0.00000 0.00000    501 210230    526     49854      23758      140705     171902     87347      1454     3279      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
93041  sandboxd         0.0  00:05.26 6     5   70     9880K  0B     8580K  93041 1     sleeping *0[1]       0.00000 0.00000    0   122510    161     20642      9505       115369     27761      39334      7861     4384      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
92745  bash             0.0  00:00.04 1     0   21     656K   0B     648K   92745 39243 sleeping *0[1]       0.00000 0.00000    501 1276      469     72         28         12334      133        213        162      0         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92626  USBAgent         0.0  00:00.06 2     2   29     2168K  0B     2160K  92626 1     sleeping  0[0]       0.00000 0.00000    501 3044      144     133        43         507        292        257        7        5         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92510  com.apple.WebKit 0.0  00:27.06 4     1   174    300M   0B     280M   92510 1     sleeping  0[1348]    0.00000 0.00000    501 584558    1619    167014     96072      226598     371454     213521     650      7052      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92498  com.apple.WebKit 0.0  00:52.61 4     1   179    378M   2048K  311M   92498 1     sleeping  0[1352]    0.00000 0.00000    501 884660    553     224561     130033     422363     486296     319074     1280     8359      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92473  Google Chrome He 0.0  02:41.64 14    1   237    106M   0B     101M   4148  4148  sleeping *0[6]       0.00000 0.00000    501 429440    3143    1302086    531128     1590075    3778484    2365061    5689     49318     0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92137  com.apple.WebKit 0.0  00:08.14 4     1   132    97M    0B     95M    92137 1     sleeping  0[1538]    0.00000 0.00000    501 237850    1464    57984      31929      95948      126772     90312      2272     2491      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92134  com.apple.WebKit 0.0  02:48.72 10    1   200    303M   0B     269M   92134 1     sleeping  0[1577]    0.00000 0.00000    501 2276428   3604    577498     301339     1624968    1776697+   1137715+   2887     26223+    0.0   47599     185126    ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92132  com.apple.WebKit 0.0  00:01.67 4     1   91     4400K  0B     3696K  92132 1     sleeping  0[2654]    0.00000 0.00000    501 16398     257     13044      7632       44468      54564      39263      3        4906      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92070  avconferenced    0.0  00:00.84 2     1   137    4976K  0B     4816K  92070 1     sleeping *0[1]       0.00000 0.00000    501 27299     292     20016      9768       17433      28182      21902      874      170       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92055  com.apple.WebKit 0.0  00:09.80 4     1   132    131M   0B     86M    92055 1     sleeping  0[1612]    0.00000 0.00000    501 260693    492     54483      27730      125323     192244     112514     926      3356      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
92049  com.apple.WebKit 0.0  00:18.61 6     1   198    112M   0B     110M   92049 1     sleeping  0[1720]    0.00000 0.00000    501 417177    661     121185     55460      217401     385341     228995     2949     8712      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
91973  jcef Helper      0.0  00:00.48 7     1   86     9960K  0B     9620K  39243 39243 sleeping *0[1]       0.00000 0.00000    501 16601     2060    2544       1440       8468       8037       8886       612      1247      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
91966  jcef Helper (GPU 0.0  00:00.57 8     1   151    17M    0B     14M    39243 39243 sleeping *0[1]       0.00000 0.00000    501 28386     2157    17069      7366       3580       16583      7482       613      1744      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
91758  Python           0.2  01:09.23 3     0   20     24M    0B     23M    39243 39243 sleeping *0[1]       0.00000 0.00000    501 17386     544     65         24         1133067+   437        753839+    210      329681+   0.8   851435    3866705   ganslev  N/A    N/A   N/A   N/A   N/A   N/A
91295  keyboardservices 0.0  00:00.65 2     1   54     2508K  0B     2472K  91295 1     sleeping  0[6]       0.00000 0.00000    501 26561     186     1531       1114       9249       4523       7842       948      101       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
91237  coresymbolicatio 0.0  00:01.28 2     2   26     2172K  0B     1948K  91237 1     sleeping  0[2685]    0.00000 0.00000    0   78616     169     22773      7524       30641      22416      13066      36708    2         0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
91037  com.apple.WebKit 0.0  03:34.36 4     1   130    200M   0B     196M   91037 1     sleeping  0[1925]    0.00000 0.00000    501 2912355   43441   1531342+   895096+    2982106    3294466+   1882762+   1984     40498+    0.0   45653     174193    ganslev  N/A    N/A   N/A   N/A   N/A   N/A
90964  com.apple.WebKit 0.0  00:07.94 4     1   122    79M    0B     33M    90964 1     sleeping  0[1942]    0.00000 0.00000    501 105807    886     63833      34388      118090     196204     113628     410      3662      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
90717  bash             0.0  00:00.03 1     0   21     656K   0B     648K   90717 39243 sleeping *0[1]       0.00000 0.00000    501 1377      511     73         29         12670      136        178        13       0         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
90432  com.apple.WebKit 0.0  00:10.77 4     1   122    95M    0B     94M    90432 1     sleeping  0[1958]    0.00000 0.00000    501 131411    874     89705      43113      158298     264376     140105     267      3880      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
89717  com.apple.WebKit 0.0  00:09.22 4     1   153    47M    0B     46M    89717 1     sleeping  0[2064]    0.00000 0.00000    501 163011    815     80951      41079      155550     259241     142597     362      4097      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
89271  Python Launcher  0.0  00:02.82 3     1   215    19M    0B     16M    89271 1     sleeping  0[1981]    0.00000 0.00000    501 56766     310     26296      10100      33412      88228      53528      175      1470      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
88831  com.apple.WebKit 0.0  00:05.98 4     1   158    52M    0B     50M    88831 1     sleeping  0[2085]    0.00000 0.00000    501 130634    530     56617      27486      102755     171460     95264      314      4012      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
64250  Terminal         1.7  00:48.47 6     1   274-   140M   40M-   8432K  64250 1     sleeping *0[6934]    0.00076 0.00000    501 1848854   467     386023+    85127+     404418+    861644+    482182+    4807     4158+     1.9   41866259  47265940  ganslev  N/A    N/A   N/A   N/A   N/A   N/A
60507  com.apple.WebKit 0.0  00:13.42 4     1   131    113M   0B     112M   60507 1     sleeping  0[2034]    0.00000 0.00000    501 280591    715     79652      40378      151165     203256     130686     298      3824      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
56319  com.apple.WebKit 0.0  00:19.40 6     1   203    288M   0B     261M   56319 1     sleeping  0[2124]    0.00000 0.00000    501 363991    61166   137008     75341      259460     333236     226873     639      4034      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
39249  fsnotifier       0.0  00:04.10 3     1   32     784K   0B     560K   39243 39243 sleeping *0[1]       0.00000 0.00000    501 123914    121     73622      465        160352     210355     46021      101      0         0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
39243  pycharm          0.2  01:54:41 85    1   593    2072M  0B     767M-  39243 1     sleeping  0[7727]    0.00000 0.00000    501 25128009+ 61844   11223664   3620690    59025923+  24353342   40681946+  70154    4063980+  0.3   978610    3469097   ganslev  N/A    N/A   N/A   N/A   N/A   N/A
39100  com.apple.WebKit 0.0  00:04.33 4     1   117    32M    0B     31M    39100 1     sleeping  0[2042]    0.00000 0.00000    501 97287     495     38158      19104      80798      139968     74443      190      3518      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
37743  com.apple.WebKit 0.0  00:15.50 4     1   118    96M    0B     93M    37743 1     sleeping  0[2108]    0.00000 0.00000    501 254602    1527    73957      45593      169789     235522     139643     804      4855      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
37454  com.apple.WebKit 0.0  00:47.72 4     1   132    158M   0B     157M   37454 1     sleeping  0[2122]    0.00000 0.00000    501 723191    3154    251697     130226     484868     577502     377249     680      7416      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
37425  com.apple.WebKit 0.0  00:13.25 8     1   177    161M   0B     160M   37425 1     sleeping  0[2222]    0.00000 0.00000    501 252212    1861    82104      43499      160625     243339     145428     1120     5116      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
37422  com.apple.WebKit 0.0  00:11.80 4     1   128    111M   0B     109M   37422 1     sleeping  0[2142]    0.00000 0.00000    501 428133    517     63974      32751      139945     196629     121810     378      4168      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
37414  com.apple.WebKit 0.0  00:13.45 4     1   169    143M   0B     141M   37414 1     sleeping  0[2196]    0.00000 0.00000    501 216723    544     67660      36489      159852     242898     146196     761      5289      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10053  com.apple.WebKit 0.0  00:11.27 4     1   120    62M    0B     61M    10053 1     sleeping  0[2164]    0.00000 0.00000    501 144198    3470    115955     64563      206714     355878     186901     297      4548      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10032  com.apple.WebKit 0.0  00:06.99 4     1   120    56M    0B     54M    10032 1     sleeping  0[2214]    0.00000 0.00000    501 146899    2727    58013      31592      117960     210342     110097     629      4575      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10019  com.apple.WebKit 0.0  00:05.05 4     1   117    56M    0B     55M    10019 1     sleeping  0[2076]    0.00000 0.00000    501 106803    471     37693      19248      88393      151801     80912      518      4399      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10017  com.apple.WebKit 0.0  00:07.85 4     1   158    72M    0B     67M    10017 1     sleeping  0[2276]    0.00000 0.00000    501 194456    1252    46976      26360      116342     191827     113748     1353     5383      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10013  com.apple.WebKit 0.0  00:04.77 4     1   126    85M    0B     84M    10013 1     sleeping  0[2098]    0.00000 0.00000    501 137580    1353    30825      15403      77529      137962     74587      628      4067      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
10010  com.apple.WebKit 0.0  07:08.93 6     1   177    225M   0B     211M   10010 1     sleeping  0[2246]    0.00000 0.00000    501 4441739   603     1435096+   797829+    4438157    4403225+   2888672+   5929     24403+    0.0   45572     241450    ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9913   diskimages-helpe 0.0  00:34.85 3     1   86     15M    0B     14M    9913  1     sleeping *0[1]       0.00000 0.00000    501 187589    142     173733     86966      39901      96763      121039     638      77        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9863   com.apple.WebKit 0.0  00:02.84 4     1   87     4176K  0B     3596K  9863  1     sleeping  0[3917]    0.00000 0.00000    501 20453     255     24768      14296      80431      102314     73951      7        8491      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9857   iCloudUserNotifi 0.0  00:00.21 2     1   48     1452K  0B     1440K  9857  1     sleeping  0[5]       0.00000 0.00000    501 12669     159     949        984        2397       3342       3094       2        30        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9848   com.apple.WebKit 0.0  00:02.12 4     1   85     4048K  0B     3504K  9848  1     sleeping  0[3916]    0.00000 0.00000    501 19237     246     24629      14481      63547      102623     63873      12       4051      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9841   PerfPowerService 0.0  00:24.92 2     1   118    6244K  256K   2216K  9841  1     sleeping  0[408]     0.00000 0.00000    0   159556    189     58689      31298      341427     202139     200215     8500     1664      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
9780   com.apple.WebKit 0.0  00:02.95 4     1   90     4372K  0B     3752K  9780  1     sleeping  0[3942]    0.00000 0.00000    501 21854     257     25075      14689      82599      104016     75447      14       8602      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
9747   com.apple.WebKit 0.0  00:02.94 4     1   90     4312K  0B     3720K  9747  1     sleeping  0[3942]    0.00000 0.00000    501 21618     257     25114      14781      83010      104360     75369      5        8686      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
8627   MobileDeviceUpda 0.0  00:04.36 5     2   215    9296K  0B     8364K  8627  1     sleeping  0[2545]    0.00000 0.00000    501 54795     353     37626      16668      59468      142038     92186      237      5196      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
8617   usbmuxd          0.0  00:01.17 3     1   40     1724K  0B     1496K  8617  1     sleeping *0[1]       0.00000 0.00000    213 10051     225     9702       4463       24295      35788      15497      399      362       0.0   0         0         _usbmuxd           N/A    N/A   N/A   N/A   N/A   N/A
7538   TextEdit         0.0  00:10.67 3     1   233    97M    0B     94M    7538  1     sleeping  0[8844]    0.00000 0.00000    501 310144    365     84615      23009      90013      196058     137074     1126     2130      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
7416   Google Chrome He 0.0  00:34.62 13    1   136    23M    0B     20M    4148  4148  sleeping *0[7]       0.00000 0.00000    501 348568    2444    127957     62693      222694     409049     295476     2332     3594      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
6159   taskgated        0.0  00:01.06 3     1   37     2164K  0B     1572K  6159  1     sleeping *0[1]       0.00000 0.00000    0   14716     140     2143       2889       23798      7028       10518      19       91        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
4735   DiskUnmountWatch 0.0  00:00.26 2     2   36     924K   0B     904K   4735  1     sleeping  0[0]       0.00000 0.00000    501 12445     134     539        1132       5098       1431       3832       68       152       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4722   Google Chrome He 0.0  00:20.65 7     1   120    11M    0B     10M    4148  4148  sleeping *0[6]       0.00000 0.00000    501 49820     2242    186157     14515      1062634    508965     270201     396      24429     0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4590   diskimages-helpe 0.0  00:17.67 3     1   87     15M    0B     15M    4590  1     sleeping *0[1]       0.00000 0.00000    501 31016     143     99364      50220      26808      55928      69296      233      121       0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4588   hdiejectd        0.0  00:00.18 2     1   43     1096K  0B     856K   4588  1     sleeping  0[0]       0.00000 0.00000    0   7928      141     674        229        1126       1305       1216       92       61        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A
4207   com.apple.Notes. 0.0  00:06.93 3     1   211    32M    0B     30M    4207  1     sleeping  0[6607]    0.00000 0.00000    501 100217    403     78530      28331      100452     251948     141823     1299     5219      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4162   Google Chrome He 0.0  00:00.87 7     1   79     11M    0B     11M    4148  4148  sleeping *0[5]       0.00000 0.00000    501 29306     2236    9293       4606       10481      21351      17497      324      2373      0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4160   Google Chrome He 0.0  01:50.79 9     1   102    31M    0B     19M    4148  4148  sleeping *0[4]       0.00000 0.00000    501 336907    33224   796781     486716     4837514    1279739    1485866    5581     28328     0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4159   Google Chrome He 0.0  10:58.74 11    1   236    263M   0B     147M   4148  4148  sleeping *0[1]       0.00000 0.00000    501 2346605   4676    9217996    3739382    6502106    16852052   8663726    7160     276781    0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
4150   chrome_crashpad_ 0.0  00:00.13 4     1   42     1128K  0B     820K   4149  1     sleeping *0[1]       0.00000 0.00000    501 8065      163     50         19         1092       233        590        107      38        0.0   0         0         ganslev  N/A    N/A   N/A   N/A   N/A   N/A
